Row,Identifier 1,Identifier 2,Comment,Preparation,Method,Time Code,Amount,Peak Nr,Start,Width,Ampl  28,Area 28,BGD 28,d 15N/14N,Ampl  44,Area 44,d 13C/12C,BGD 44,BGD 45,BGD 46,R 29N2/28N2,R 45CO2/44CO2,R 46CO2/44CO2
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,4,346.1,176.2,2208,117.027,14.4,14.917,,,,,,,0.0074661,,
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,5,719.8,214.2,,,,,3609,237.753,-15.08,0.4,-0.2,0.7,,0.0118101,0.0039597
40,USGS88,B5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 20:58:46,0.323,6,1178.8,57.7,,,,,3824,157.391,-3.7,1.5,1.0,2.1,,0.0119328,0.003917
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,1,76.1,52.5,2575,107.357,14.6,-1.162,,,,,,,0.0073479,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,2,165.5,52.5,2574,107.312,14.5,-1.25,,,,,,,0.0073472,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,3,255,52.5,2572,107.354,14.3,-1.287,,,,,,,0.0073469,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,4,346.1,174.1,2195,116.044,14.4,6.279,,,,,,,0.0074026,,
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,5,718.3,214.2,,,,,3791,249.219,-16.783,0.4,-0.3,0.5,,0.0117909,0.0039587
41,USGS89,B6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:07:22,0.33,6,1178.8,57.3,,,,,3827,157.501,-3.7,1.5,1.1,2.1,,0.0119328,0.003917
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,1,76.1,52.7,2568,107.393,14.6,-1.235,,,,,,,0.0073473,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,2,165.5,52.5,2568,107.093,14.5,-1.25,,,,,,,0.0073472,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,3,255,52.3,2573,107.24,14.3,-1.294,,,,,,,0.0073469,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,4,345.7,177.4,2663,140.301,14.4,-2.876,,,,,,,0.0073352,,
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,5,714.4,227.2,,,,,6022,395.897,-33.921,0.9,0.4,1.5,,0.0115997,0.0039625
42,USGS61,B7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:15:58,0.22,6,1178.8,57.3,,,,,3822,157.335,-3.7,3.1,2.8,4.4,,0.0119328,0.003917
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,1,76.1,52.7,2569,107.301,14.6,-1.164,,,,,,,0.0073478,,
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,2,165.5,52.5,2563,106.984,14.5,-1.25,,,,,,,0.0073472,,
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,3,254.8,52.5,2568,107.288,14.4,-1.219,,,,,,,0.0073474,,
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,4,346.1,173.9,2170,114.974,14.5,37.364,,,,,,,0.0076313,,
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,5,715.2,223.6,,,,,4951,325.402,-0.465,0.8,0.3,1.3,,0.0119739,0.0039638
43,USGS63,B8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:24:34,0.187,6,1179,57.1,,,,,3800,156.439,-3.7,2.5,2.3,3.7,,0.0119328,0.003917
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,1,76.3,52.3,2582,107.565,14.5,-1.187,,,,,,,0.0073477,,
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,2,165.5,52.5,2581,107.718,14.5,-1.25,,,,,,,0.0073472,,
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,3,255,52.3,2579,107.511,14.3,-1.295,,,,,,,0.0073469,,
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,4,345.9,175.1,2383,125.998,14.5,1.077,,,,,,,0.0073643,,
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,5,716.2,224.7,,,,,5404,355.602,-26.758,0.7,0.2,1.2,,0.0116799,0.0039634
44,IAEA600,B9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 21:33:10,0.2,6,1178.8,57.5,,,,,3825,157.241,-3.7,2.7,2.4,3.9,,0.0119328,0.003917
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,1,76.3,52.5,2570,107.21,14.5,-1.252,,,,,,,0.0073472,,
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,2,165.5,52.7,2568,107.295,14.5,-1.25,,,,,,,0.0073472,,
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,3,255,52.5,2579,107.483,14.3,-1.306,,,,,,,0.0073468,,
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,4,347.4,171.8,2157,113.354,14.4,-4.615,,,,,,,0.0073225,,
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,5,716.5,225.1,,,,,5762,381.987,-25.292,0.2,-0.5,0.4,,0.0116951,0.0039519
45,USGS40,B10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:41:45,0.543,6,1179,57.5,,,,,3824,157.589,-3.7,2.3,1.9,3.3,,0.0119328,0.003917
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,1,76.3,52.3,2576,107.224,14.7,-1.206,,,,,,,0.0073475,,
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,2,165.5,52.5,2581,107.826,14.7,-1.25,,,,,,,0.0073472,,
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,3,255,52.5,2576,107.716,14.4,-1.277,,,,,,,0.007347,,
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,4,346.9,172.4,2063,109.374,14.5,14.799,,,,,,,0.0074653,,
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,5,719.4,213.2,,,,,3384,222.918,-15.174,0.4,-0.2,0.7,,0.0118092,0.0039615
46,USGS88,B11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:50:21,0.299,6,1179,57.1,,,,,3835,157.545,-3.7,1.4,0.8,1.8,,0.0119328,0.003917
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,1,76.3,52.3,2568,107.142,14.6,-1.224,,,,,,,0.0073474,,
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,2,165.5,52.5,2577,107.507,14.6,-1.25,,,,,,,0.0073472,,
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,3,255,52.5,2573,107.618,14.4,-1.282,,,,,,,0.007347,,
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,4,347.1,174.3,2151,114.099,14.4,6.282,,,,,,,0.0074026,,
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,5,719.8,214.4,,,,,3737,245.7,-17.166,0.3,-0.3,0.5,,0.0117867,0.0039594
47,USGS89,B12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 21:58:57,0.318,6,1179,57.3,,,,,3815,157.53,-3.7,1.5,1.0,2.0,,0.0119328,0.003917
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,1,76.5,52.5,2572,107.442,14.6,-1.234,,,,,,,0.0073473,,
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,2,165.7,52.5,2583,107.809,14.6,-1.25,,,,,,,0.0073472,,
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,3,255.2,52.5,2578,107.613,14.4,-1.333,,,,,,,0.0073466,,
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,4,346.7,171.2,1989,105.343,14.5,-2.848,,,,,,,0.0073355,,
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,5,717.9,221.3,,,,,4565,299.087,-33.959,0.9,0.4,1.4,,0.0115997,0.0039668
48,USGS61,C1,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:07:33,0.17,6,1179.2,57.5,,,,,3829,157.661,-3.7,2.4,2.0,3.4,,0.0119328,0.003917
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,1,76.3,52.5,2579,107.462,14.4,-1.173,,,,,,,0.0073478,,
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,2,165.5,52.5,2580,107.793,14.4,-1.25,,,,,,,0.0073472,,
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,3,255,52.3,2576,107.474,14.3,-1.263,,,,,,,0.0073471,,
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,4,346.7,169.5,1805,95.906,14.5,37.227,,,,,,,0.0076303,,
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,5,717.1,219.2,,,,,4155,272.511,-0.519,0.6,0.1,1.1,,0.0119736,0.0039674
49,USGS63,C2,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:16:09,0.155,6,1178.8,57.1,,,,,3811,157.086,-3.7,2.1,1.8,3.0,,0.0119328,0.003917
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,1,76.1,52.5,2577,107.542,14.4,-1.216,,,,,,,0.0073475,,
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,2,165.5,52.5,2580,107.654,14.4,-1.25,,,,,,,0.0073472,,
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,3,254.8,52.5,2582,107.605,14.2,-1.302,,,,,,,0.0073468,,
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,4,346.7,173.5,2071,109.787,14.3,0.906,,,,,,,0.0073631,,
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,5,716.7,222,,,,,4750,311.231,-26.731,0.6,0.0,1.1,,0.0116805,0.0039666
50,IAEA600,C3,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:24:45,0.188,6,1178.8,56.8,,,,,3833,157.73,-3.7,2.3,1.9,3.4,,0.0119328,0.003917
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,1,76.1,52.5,2595,108.118,14.5,-1.166,,,,,,,0.0073478,,
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,2,165.3,52.5,2595,108.311,14.5,-1.25,,,,,,,0.0073472,,
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,3,254.8,52.5,2594,108.152,14.3,-1.276,,,,,,,0.007347,,
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,4,347.4,171.6,2082,109.537,14.4,-4.611,,,,,,,0.0073225,,
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,5,715,224.3,,,,,5587,370.166,-25.324,0.1,-0.6,0.3,,0.011695,0.0039541
51,USGS40,C4,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:33:21,0.526,6,1178.8,57.1,,,,,3842,158.222,-3.7,2.2,1.8,3.1,,0.0119328,0.003917
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,1,76.1,52.5,2585,107.751,14.7,-1.187,,,,,,,0.0073477,,
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,2,165.5,52.5,2583,107.818,14.7,-1.25,,,,,,,0.0073472,,
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,3,254.8,52.5,2586,107.83,14.4,-1.282,,,,,,,0.007347,,
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,4,347.1,172.8,1874,99.742,14.5,14.742,,,,,,,0.0074649,,
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,5,718.3,210.7,,,,,3084,203.016,-15.166,0.4,-0.3,0.6,,0.0118095,0.003964
52,USGS88,C5,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:41:57,0.269,6,1178.8,57.3,,,,,3831,157.68,-3.7,1.2,0.6,1.6,,0.0119328,0.003917
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,1,76.1,52.5,2586,108.11,14.6,-1.165,,,,,,,0.0073478,,
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,2,165.5,52.5,2580,107.609,14.5,-1.25,,,,,,,0.0073472,,
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,3,254.8,52.5,2581,107.707,14.3,-1.282,,,,,,,0.007347,,
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,4,346.3,177.6,2339,123.981,14.4,6.05,,,,,,,0.0074009,,
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,5,718.3,215.9,,,,,4039,266.015,-17.256,0.2,-0.4,0.4,,0.0117857,0.0039594
53,USGS89,C6,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 22:50:33,0.352,6,1178.8,57.1,,,,,3837,157.783,-3.7,1.5,1.0,2.1,,0.0119328,0.003917
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,1,76.3,52.3,2576,107.497,14.6,-1.196,,,,,,,0.0073476,,
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,2,165.5,52.5,2582,107.546,14.6,-1.25,,,,,,,0.0073472,,
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,3,254.8,52.5,2587,107.813,14.3,-1.306,,,,,,,0.0073468,,
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,4,345.7,177.4,2836,149.304,14.4,-2.867,,,,,,,0.0073353,,
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,5,715.2,229.5,,,,,6441,421.218,-33.944,0.8,0.3,1.4,,0.0115995,0.0039633
54,USGS61,C7,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 22:59:09,0.224,6,1178.8,57.7,,,,,3817,157.227,-3.7,3.1,2.9,4.4,,0.0119328,0.003917
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,1,76.1,52.5,2587,107.959,14.6,-1.174,,,,,,,0.0073478,,
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,2,165.5,52.3,2586,107.686,14.6,-1.25,,,,,,,0.0073472,,
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,3,254.8,52.5,2592,107.983,14.5,-1.259,,,,,,,0.0073471,,
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,4,345.9,175.6,2364,125.135,14.5,37.376,,,,,,,0.0076314,,
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,5,716,223.6,,,,,5394,354.363,-0.5,0.8,0.2,1.3,,0.0119735,0.0039636
55,USGS63,C8,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:07:45,0.2,6,1178.8,57.3,,,,,3836,158.011,-3.7,2.6,2.4,3.8,,0.0119328,0.003917
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,1,76.1,52.5,2578,107.4,14.5,-1.159,,,,,,,0.0073479,,
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,2,165.5,52.5,2582,107.73,14.5,-1.25,,,,,,,0.0073472,,
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,3,254.8,52.5,2585,107.829,14.4,-1.245,,,,,,,0.0073472,,
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,4,346.3,172.6,2171,114.905,14.5,1.09,,,,,,,0.0073644,,
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,5,716.7,222.8,,,,,4990,326.704,-26.631,0.7,0.2,1.2,,0.0116815,0.0039652
56,IAEA600,C9,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C60 dilution,2022/06/25 23:16:21,0.185,6,1178.8,57.1,,,,,3813,156.844,-3.7,2.4,2.1,3.5,,0.0119328,0.003917
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,1,76.1,52.5,2571,107.335,14.5,-1.207,,,,,,,0.0073475,,
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,2,165.3,52.7,2579,107.683,14.5,-1.25,,,,,,,0.0073472,,
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,3,254.8,52.5,2572,107.453,14.4,-1.3,,,,,,,0.0073468,,
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,4,346.7,175.1,2393,125.205,14.4,-4.543,,,,,,,0.007323,,
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,5,716.5,225.5,,,,,6419,423.174,-25.397,0.1,-0.6,0.4,,0.0116938,0.0039506
57,USGS40,C10,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:24:57,0.604,6,1178.8,56.8,,,,,3825,157.578,-3.7,2.6,2.2,3.7,,0.0119328,0.003917
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,1,76.3,52.5,2576,107.415,14.8,-1.186,,,,,,,0.0073477,,
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,2,165.5,52.5,2582,107.574,14.8,-1.25,,,,,,,0.0073472,,
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,3,255,52.5,2578,107.608,14.5,-1.236,,,,,,,0.0073473,,
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,4,346.7,176.4,2280,120.815,14.6,15,,,,,,,0.0074667,,
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,5,719.2,214.4,,,,,3744,246.305,-15.22,0.4,-0.2,0.7,,0.0118087,0.0039613
58,USGS88,C11,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:33:33,0.321,6,1178.8,57.1,,,,,3826,157.497,-3.7,1.5,1.0,2.1,,0.0119328,0.003917
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,1,76.1,52.5,2583,107.684,14.7,-1.215,,,,,,,0.0073475,,
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,2,165.5,52.5,2578,107.713,14.7,-1.25,,,,,,,0.0073472,,
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,3,255,52.3,2580,107.555,14.5,-1.287,,,,,,,0.0073469,,
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,4,346.7,177.2,2397,126.652,14.5,6.265,,,,,,,0.0074025,,
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,5,718.3,216.3,,,,,4152,272.978,-17.189,0.3,-0.3,0.5,,0.0117864,0.0039588
59,USGS89,C12,UNM-CSI-2022-IsoCamp 2022-LO LBJ,standards,CN_C80 dilution,2022/06/25 23:42:08,0.368,6,1178.8,57.3,,,,,3827,157.583,-3.7,1.6,1.1,2.2,,0.0119328,0.003917